zipcode,zone,trange,zonetitle,last_spring_frost,first_fall_frost,growing_season
76641,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 7,230 days
76642,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 13,233 days
76643,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76644,8b,15 to 20,8b: 15 to 20,Mar 25,Nov 7,226 days
76645,8b,15 to 20,8b: 15 to 20,Mar 30,Nov 4,218 days
76648,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 7,230 days
76649,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 2,215 days
76650,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 7,230 days
76651,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 8,229 days
76652,8b,15 to 20,8b: 15 to 20,Apr 6,Nov 1,208 days
76653,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 4,217 days
76654,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76655,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 11,232 days
76656,8b,15 to 20,8b: 15 to 20,Mar 15,Nov 13,242 days
76657,8b,15 to 20,8b: 15 to 20,Mar 23,Nov 11,232 days
76660,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 7,230 days
76661,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 4,217 days
76664,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 4,217 days
76665,8b,15 to 20,8b: 15 to 20,Mar 25,Nov 7,226 days
76666,8b,15 to 20,8b: 15 to 20,Mar 30,Nov 4,218 days
76667,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 13,233 days
76670,8b,15 to 20,8b: 15 to 20,Mar 30,Nov 4,218 days
76671,8b,15 to 20,8b: 15 to 20,Mar 25,Nov 7,226 days
76673,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 7,230 days
76676,8b,15 to 20,8b: 15 to 20,Mar 30,Nov 4,218 days
76678,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 7,230 days
76679,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 7,230 days
76680,9a,20 to 25,9a: 20 to 25,Mar 31,Nov 4,217 days
76681,8b,15 to 20,8b: 15 to 20,Mar 15,Nov 16,245 days
76682,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 4,217 days
76684,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76685,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 4,217 days
76686,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 13,233 days
76687,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 13,233 days
76689,8b,15 to 20,8b: 15 to 20,Mar 25,Nov 7,226 days
76690,8b,15 to 20,8b: 15 to 20,Apr 6,Nov 1,208 days
76691,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 8,228 days
76692,8b,15 to 20,8b: 15 to 20,Mar 25,Nov 7,226 days
76693,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 13,233 days
76701,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76702,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76703,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76704,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76705,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76706,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76707,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76708,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76710,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76711,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76712,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76714,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76715,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76716,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76797,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76799,8b,15 to 20,8b: 15 to 20,Mar 19,Nov 13,238 days
76801,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76802,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76803,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76804,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76820,8b,15 to 20,8b: 15 to 20,Mar 27,Nov 6,223 days
76821,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76823,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76824,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 5,218 days
76825,8b,15 to 20,8b: 15 to 20,Mar 26,Nov 8,226 days
76827,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76828,8a,10 to 15,8a: 10 to 15,Mar 23,Nov 11,232 days
76831,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 4,217 days
76832,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 4,217 days
76834,8a,10 to 15,8a: 10 to 15,Mar 23,Nov 11,232 days
76836,8b,15 to 20,8b: 15 to 20,Mar 27,Nov 6,223 days
76837,8a,10 to 15,8a: 10 to 15,Apr 12,Oct 30,200 days
76841,8a,10 to 15,8a: 10 to 15,Apr 14,Oct 24,192 days
76842,8b,15 to 20,8b: 15 to 20,Mar 27,Nov 6,223 days
76844,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 5,218 days
76845,8b,15 to 20,8b: 15 to 20,Mar 27,Nov 6,223 days
76848,8a,10 to 15,8a: 10 to 15,Apr 14,Oct 24,192 days
76849,8a,10 to 15,8a: 10 to 15,Apr 3,Nov 2,212 days
76852,8b,15 to 20,8b: 15 to 20,Mar 26,Nov 8,226 days
76853,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 5,218 days
76854,8a,10 to 15,8a: 10 to 15,Apr 3,Nov 2,212 days
76855,8a,10 to 15,8a: 10 to 15,Apr 6,Nov 1,208 days
76856,8b,15 to 20,8b: 15 to 20,Mar 27,Nov 6,223 days
76857,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 4,215 days
76858,8b,15 to 20,8b: 15 to 20,Mar 26,Nov 8,226 days
76859,8a,10 to 15,8a: 10 to 15,Apr 14,Oct 24,192 days
76861,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76862,8b,15 to 20,8b: 15 to 20,Mar 27,Nov 6,223 days
76864,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 5,218 days
76865,8a,10 to 15,8a: 10 to 15,Apr 10,Oct 31,203 days
76866,8a,10 to 15,8a: 10 to 15,Apr 6,Nov 1,208 days
76869,8b,15 to 20,8b: 15 to 20,Mar 27,Nov 6,223 days
76870,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 5,218 days
76871,8b,15 to 20,8b: 15 to 20,Mar 27,Nov 7,224 days
76872,8b,15 to 20,8b: 15 to 20,Mar 26,Nov 8,226 days
76873,8b,15 to 20,8b: 15 to 20,Mar 27,Nov 6,223 days
76874,8a,10 to 15,8a: 10 to 15,Apr 16,Oct 22,188 days
76875,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76877,8b,15 to 20,8b: 15 to 20,Mar 27,Nov 7,224 days
76878,8b,15 to 20,8b: 15 to 20,Mar 26,Nov 8,226 days
76880,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 5,218 days
76882,8a,10 to 15,8a: 10 to 15,Apr 5,Nov 2,210 days
76884,8a,10 to 15,8a: 10 to 15,Apr 5,Nov 2,210 days
76885,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 4,217 days
76886,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76887,8b,15 to 20,8b: 15 to 20,Mar 27,Nov 6,223 days
76888,8b,15 to 20,8b: 15 to 20,Mar 27,Nov 6,223 days
76890,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 4,217 days
76901,8a,10 to 15,8a: 10 to 15,Apr 1,Nov 4,216 days
76902,8a,10 to 15,8a: 10 to 15,Apr 1,Nov 4,216 days
76903,8a,10 to 15,8a: 10 to 15,Apr 1,Nov 4,216 days
76904,8a,10 to 15,8a: 10 to 15,Apr 1,Nov 4,216 days
76905,8a,10 to 15,8a: 10 to 15,Apr 1,Nov 4,216 days
76906,8a,10 to 15,8a: 10 to 15,Apr 1,Nov 4,216 days
76908,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76909,8a,10 to 15,8a: 10 to 15,Apr 1,Nov 4,216 days
76930,8a,10 to 15,8a: 10 to 15,Apr 1,Nov 8,220 days
76932,8a,10 to 15,8a: 10 to 15,Apr 1,Nov 8,220 days
76933,8a,10 to 15,8a: 10 to 15,Apr 4,Oct 31,209 days
76934,8a,10 to 15,8a: 10 to 15,Apr 13,Oct 28,197 days
76935,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76936,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76937,8a,10 to 15,8a: 10 to 15,Apr 6,Nov 1,208 days
76939,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 4,217 days
76940,8a,10 to 15,8a: 10 to 15,Apr 6,Nov 1,208 days
76941,8a,10 to 15,8a: 10 to 15,Apr 8,Oct 30,204 days
76943,8a,10 to 15,8a: 10 to 15,Mar 31,Nov 1,214 days
76945,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 1,212 days
76950,8a,10 to 15,8a: 10 to 15,Apr 8,Nov 1,206 days
76951,8a,10 to 15,8a: 10 to 15,Apr 7,Nov 1,207 days
76953,8a,10 to 15,8a: 10 to 15,Apr 2,Nov 1,212 days
76955,8a,10 to 15,8a: 10 to 15,Apr 1,Nov 4,216 days
76958,8a,10 to 15,8a: 10 to 15,Apr 13,Oct 28,197 days
77001,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77002,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77003,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77004,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77005,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77006,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77007,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77008,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77009,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77010,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77011,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77012,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77013,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77014,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77015,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77016,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77017,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77018,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77019,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77020,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77021,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77022,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77023,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77024,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77025,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77026,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77027,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77028,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77029,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77030,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77031,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77032,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77033,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77034,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77035,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77036,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77037,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77038,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77039,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77040,9b,25 to 30,9b: 25 to 30,Mar 1,Nov 25,268 days
77041,9b,25 to 30,9b: 25 to 30,Mar 1,Nov 25,268 days
77042,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77043,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77044,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77045,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77046,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77047,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77048,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77049,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77050,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77051,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77052,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77053,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77054,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77055,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77056,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77057,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77058,9b,25 to 30,9b: 25 to 30,Feb 15,Dec 3,290 days
77059,9b,25 to 30,9b: 25 to 30,Feb 15,Dec 3,290 days
77060,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77061,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77062,9b,25 to 30,9b: 25 to 30,Feb 15,Dec 10,297 days
77063,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77064,9b,25 to 30,9b: 25 to 30,Mar 1,Nov 25,268 days
77065,9b,25 to 30,9b: 25 to 30,Mar 1,Nov 25,268 days
77066,9b,25 to 30,9b: 25 to 30,Mar 1,Nov 25,268 days
77067,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77068,9b,25 to 30,9b: 25 to 30,Mar 1,Nov 25,268 days
77069,9b,25 to 30,9b: 25 to 30,Mar 1,Nov 25,268 days
77070,9b,25 to 30,9b: 25 to 30,Mar 1,Nov 25,268 days
77071,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77072,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77073,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77074,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77075,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77076,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77077,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77078,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77079,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77080,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77081,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77082,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77083,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77084,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77085,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77086,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77087,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77088,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77089,9b,25 to 30,9b: 25 to 30,Feb 15,Dec 10,297 days
77090,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77091,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77092,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77093,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77094,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77095,9b,25 to 30,9b: 25 to 30,Mar 1,Nov 25,268 days
77096,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77098,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77099,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77201,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77202,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77203,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77204,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77205,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77206,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77207,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77208,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77209,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77210,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77212,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77213,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77215,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77216,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77217,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77218,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77219,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77220,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77221,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77222,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77223,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77224,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77225,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77226,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77227,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77228,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77229,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77230,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77231,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77233,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77234,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77235,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77236,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77237,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77238,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77240,9b,25 to 30,9b: 25 to 30,Mar 1,Nov 25,268 days
77241,9b,25 to 30,9b: 25 to 30,Mar 1,Nov 25,268 days
77242,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77243,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77244,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77245,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77248,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77249,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77251,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77252,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77253,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77254,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77255,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77256,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77257,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77258,9b,25 to 30,9b: 25 to 30,Feb 15,Dec 3,290 days
77259,9b,25 to 30,9b: 25 to 30,Feb 15,Dec 10,297 days
77261,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77262,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77263,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77265,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77266,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77267,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77268,9b,25 to 30,9b: 25 to 30,Mar 1,Nov 25,268 days
77269,9b,25 to 30,9b: 25 to 30,Mar 1,Nov 25,268 days
77270,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77271,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77272,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77273,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77274,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77275,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77277,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77279,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77280,9b,25 to 30,9b: 25 to 30,Mar 1,Nov 25,268 days
77282,9b,25 to 30,9b: 25 to 30,Feb 20,Dec 3,285 days
77284,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77287,9b,25 to 30,9b: 25 to 30,Feb 10,Dec 10,302 days
77288,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77289,9b,25 to 30,9b: 25 to 30,Feb 15,Dec 3,290 days
77290,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77291,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77292,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77293,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77297,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77299,9b,25 to 30,9b: 25 to 30,Feb 18,Dec 8,292 days
77301,9a,20 to 25,9a: 20 to 25,Mar 21,Nov 10,233 days
77302,9a,20 to 25,9a: 20 to 25,Mar 21,Nov 10,233 days
77303,9a,20 to 25,9a: 20 to 25,Mar 21,Nov 10,233 days
77304,9a,20 to 25,9a: 20 to 25,Mar 4,Nov 24,264 days
77305,9a,20 to 25,9a: 20 to 25,Mar 4,Nov 24,264 days
77306,9a,20 to 25,9a: 20 to 25,Mar 4,Nov 24,264 days
77315,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77316,9a,20 to 25,9a: 20 to 25,Mar 4,Nov 24,264 days
77318,9a,20 to 25,9a: 20 to 25,Mar 4,Nov 24,264 days
77320,9a,20 to 25,9a: 20 to 25,Mar 11,Nov 17,250 days
77325,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77326,9a,20 to 25,9a: 20 to 25,Mar 12,Nov 14,246 days
77327,9a,20 to 25,9a: 20 to 25,Mar 16,Nov 12,240 days
77328,9a,20 to 25,9a: 20 to 25,Mar 16,Nov 12,240 days
77331,9a,20 to 25,9a: 20 to 25,Mar 12,Nov 14,246 days
77332,9a,20 to 25,9a: 20 to 25,Mar 15,Nov 12,241 days
77333,9a,20 to 25,9a: 20 to 25,Mar 4,Nov 24,264 days
77334,9a,20 to 25,9a: 20 to 25,Mar 10,Nov 18,252 days
77335,9a,20 to 25,9a: 20 to 25,Mar 12,Nov 14,246 days
77336,9b,25 to 30,9b: 25 to 30,Mar 2,Nov 25,267 days
77337,9a,20 to 25,9a: 20 to 25,Mar 1,Nov 25,268 days
77338,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77339,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77340,9a,20 to 25,9a: 20 to 25,Mar 10,Nov 18,252 days
77341,9a,20 to 25,9a: 20 to 25,Mar 10,Nov 18,252 days
77342,9a,20 to 25,9a: 20 to 25,Mar 10,Nov 18,252 days
77343,9a,20 to 25,9a: 20 to 25,Mar 10,Nov 18,252 days
77344,9a,20 to 25,9a: 20 to 25,Mar 10,Nov 18,252 days
77345,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77346,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77347,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77348,9a,20 to 25,9a: 20 to 25,Mar 10,Nov 18,252 days
77349,9a,20 to 25,9a: 20 to 25,Mar 10,Nov 18,252 days
77350,9a,20 to 25,9a: 20 to 25,Mar 12,Nov 14,246 days
77351,9a,20 to 25,9a: 20 to 25,Mar 15,Nov 12,241 days
77353,9a,20 to 25,9a: 20 to 25,Mar 1,Nov 25,268 days
77354,9a,20 to 25,9a: 20 to 25,Mar 1,Nov 25,268 days
77355,9a,20 to 25,9a: 20 to 25,Mar 1,Nov 25,268 days
77356,9a,20 to 25,9a: 20 to 25,Mar 4,Nov 24,264 days
77357,9a,20 to 25,9a: 20 to 25,Feb 28,Dec 1,275 days
77358,9a,20 to 25,9a: 20 to 25,Mar 10,Nov 18,252 days
77359,9a,20 to 25,9a: 20 to 25,Mar 10,Nov 18,252 days
77360,9a,20 to 25,9a: 20 to 25,Mar 12,Nov 14,246 days
77362,9a,20 to 25,9a: 20 to 25,Mar 1,Nov 25,268 days
77363,9a,20 to 25,9a: 20 to 25,Mar 16,Nov 10,238 days
77364,9a,20 to 25,9a: 20 to 25,Mar 10,Nov 18,252 days
77365,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77367,9a,20 to 25,9a: 20 to 25,Mar 10,Nov 18,252 days
77368,9a,20 to 25,9a: 20 to 25,Mar 16,Nov 12,240 days
77369,9a,20 to 25,9a: 20 to 25,Mar 12,Nov 14,246 days
77371,9a,20 to 25,9a: 20 to 25,Mar 16,Nov 12,240 days
77372,9a,20 to 25,9a: 20 to 25,Mar 16,Nov 12,240 days
77373,9b,25 to 30,9b: 25 to 30,Feb 28,Dec 1,275 days
77374,9a,20 to 25,9a: 20 to 25,Mar 15,Nov 12,241 days
77375,9b,25 to 30,9b: 25 to 30,Mar 1,Nov 25,268 days
77376,9a,20 to 25,9a: 20 to 25,Mar 15,Nov 12,241 days
77377,9a,20 to 25,9a: 20 to 25,Mar 1,Nov 25,268 days
